timestamp,cycle_number,cleared_vehicles,total_vehicles,avg_wait,green_duration,efficiency,throughput
05:30:07,1,0,13,191.25,5.0,0.0,0
05:30:15,2,0,22,329.5267857142857,5.4,-21.875,0.0
05:30:22,3,2,29,416.92788461538464,5.8,-15.92838196286472,15.359017022910535
05:30:31,4,0,31,494.5625,6.3,-20.454545454545453,0.0
05:30:07,1,0,13,191.25,5.0,0.0,0
05:30:15,2,0,22,329.5267857142857,5.4,-21.875,0.0
05:30:22,3,2,29,416.92788461538464,5.8,-15.92838196286472,15.359017022910535
05:30:31,4,0,31,494.5625,6.3,-20.454545454545453,0.0
05:30:39,5,0,37,443.49660633484166,6.1,-22.058823529411764,0.0
05:30:48,6,2,40,465.3461038961039,6.7,-20.42857142857143,13.785180930499713
05:30:57,7,0,33,505.4017857142857,7.1,-18.333333333333336,0.0
05:31:05,8,0,33,464.4895833333333,6.5,-22.916666666666664,0.0
05:30:07,1,0,13,191.25,5.0,0.0,0
05:30:15,2,0,22,329.5267857142857,5.4,-21.875,0.0
05:30:22,3,2,29,416.92788461538464,5.8,-15.92838196286472,15.359017022910535
05:30:31,4,0,31,494.5625,6.3,-20.454545454545453,0.0
05:30:39,5,0,37,443.49660633484166,6.1,-22.058823529411764,0.0
05:30:48,6,2,40,465.3461038961039,6.7,-20.42857142857143,13.785180930499713
05:30:57,7,0,33,505.4017857142857,7.1,-18.333333333333336,0.0
05:31:05,8,0,33,464.4895833333333,6.5,-22.916666666666664,0.0
05:31:13,9,1,36,494.12640056022406,6.2,-20.032679738562088,7.301935012778386
05:31:22,10,0,33,490.0386363636364,6.7,-22.727272727272727,0.0
05:31:31,11,0,27,446.67626262626266,7.2,-20.454545454545453,0.0
05:31:36,12,3,29,393.86904761904765,3.0,-12.514367816091953,35.90664272890485
05:30:07,1,0,13,191.25,5.0,0.0,0
05:30:15,2,0,22,329.5267857142857,5.4,-21.875,0.0
05:30:22,3,2,29,416.92788461538464,5.8,-15.92838196286472,15.359017022910535
05:30:31,4,0,31,494.5625,6.3,-20.454545454545453,0.0
05:30:39,5,0,37,443.49660633484166,6.1,-22.058823529411764,0.0
05:30:48,6,2,40,465.3461038961039,6.7,-20.42857142857143,13.785180930499713
05:30:57,7,0,33,505.4017857142857,7.1,-18.333333333333336,0.0
05:31:05,8,0,33,464.4895833333333,6.5,-22.916666666666664,0.0
05:31:13,9,1,36,494.12640056022406,6.2,-20.032679738562088,7.301935012778386
05:31:22,10,0,33,490.0386363636364,6.7,-22.727272727272727,0.0
05:31:31,11,0,27,446.67626262626266,7.2,-20.454545454545453,0.0
05:31:36,12,3,29,393.86904761904765,3.0,-12.514367816091953,35.90664272890485
05:31:41,13,5,35,344.74442640692644,3.0,52.85714285714286,59.95203836930456
05:31:46,14,3,35,351.0829365079365,3.0,-14.357142857142854,35.97841295222866
05:31:51,15,7,42,353.7260416666667,3.0,-6.041666666666666,83.89932081502198
05:31:56,16,4,44,391.85714285714283,3.0,-16.03896103896104,47.90419161676647
05:32:01,17,3,43,389.87152777777777,3.0,1.3953488372093024,35.99280143971205
05:32:06,18,2,46,399.78333333333336,3.0,-15.797101449275363,23.952095808383234
05:30:07,1,0,13,191.25,5.0,0.0,0
05:30:15,2,0,22,329.5267857142857,5.4,-21.875,0.0
05:30:22,3,2,29,416.92788461538464,5.8,-15.92838196286472,15.359017022910535
05:30:31,4,0,31,494.5625,6.3,-20.454545454545453,0.0
05:30:39,5,0,37,443.49660633484166,6.1,-22.058823529411764,0.0
05:30:48,6,2,40,465.3461038961039,6.7,-20.42857142857143,13.785180930499713
05:30:57,7,0,33,505.4017857142857,7.1,-18.333333333333336,0.0
05:31:05,8,0,33,464.4895833333333,6.5,-22.916666666666664,0.0
05:31:13,9,1,36,494.12640056022406,6.2,-20.032679738562088,7.301935012778386
05:31:22,10,0,33,490.0386363636364,6.7,-22.727272727272727,0.0
05:31:31,11,0,27,446.67626262626266,7.2,-20.454545454545453,0.0
05:31:36,12,3,29,393.86904761904765,3.0,-12.514367816091953,35.90664272890485
05:31:41,13,5,35,344.74442640692644,3.0,52.85714285714286,59.95203836930456
05:31:46,14,3,35,351.0829365079365,3.0,-14.357142857142854,35.97841295222866
05:31:51,15,7,42,353.7260416666667,3.0,-6.041666666666666,83.89932081502198
05:31:56,16,4,44,391.85714285714283,3.0,-16.03896103896104,47.90419161676647
05:32:01,17,3,43,389.87152777777777,3.0,1.3953488372093024,35.99280143971205
05:32:06,18,2,46,399.78333333333336,3.0,-15.797101449275363,23.952095808383234
05:32:11,19,6,46,368.4816176470588,3.0,-12.097186700767264,71.94244604316548
05:32:16,20,4,45,374.89114832535887,3.0,-16.64327485380117,47.93289394847214
05:32:21,21,7,44,329.2791819291819,3.0,-6.818181818181818,83.76545672118068
05:32:26,22,5,44,344.7003246753247,3.0,-11.789772727272727,59.880239520958085
05:32:31,23,7,44,333.5177884615385,3.0,-6.433566433566433,83.93285371702638
05:32:36,24,1,40,366.2527777777778,3.0,-21.166666666666668,11.966493817311527
05:30:07,1,0,13,191.25,5.0,0.0,0
05:30:15,2,0,22,329.5267857142857,5.4,-21.875,0.0
05:30:22,3,2,29,416.92788461538464,5.8,-15.92838196286472,15.359017022910535
05:30:31,4,0,31,494.5625,6.3,-20.454545454545453,0.0
05:30:39,5,0,37,443.49660633484166,6.1,-22.058823529411764,0.0
05:30:48,6,2,40,465.3461038961039,6.7,-20.42857142857143,13.785180930499713
05:30:57,7,0,33,505.4017857142857,7.1,-18.333333333333336,0.0
05:31:05,8,0,33,464.4895833333333,6.5,-22.916666666666664,0.0
05:31:13,9,1,36,494.12640056022406,6.2,-20.032679738562088,7.301935012778386
05:31:22,10,0,33,490.0386363636364,6.7,-22.727272727272727,0.0
05:31:31,11,0,27,446.67626262626266,7.2,-20.454545454545453,0.0
05:31:36,12,3,29,393.86904761904765,3.0,-12.514367816091953,35.90664272890485
05:31:41,13,5,35,344.74442640692644,3.0,52.85714285714286,59.95203836930456
05:31:46,14,3,35,351.0829365079365,3.0,-14.357142857142854,35.97841295222866
05:31:51,15,7,42,353.7260416666667,3.0,-6.041666666666666,83.89932081502198
05:31:56,16,4,44,391.85714285714283,3.0,-16.03896103896104,47.90419161676647
05:32:01,17,3,43,389.87152777777777,3.0,1.3953488372093024,35.99280143971205
05:32:06,18,2,46,399.78333333333336,3.0,-15.797101449275363,23.952095808383234
05:32:11,19,6,46,368.4816176470588,3.0,-12.097186700767264,71.94244604316548
05:32:16,20,4,45,374.89114832535887,3.0,-16.64327485380117,47.93289394847214
05:32:21,21,7,44,329.2791819291819,3.0,-6.818181818181818,83.76545672118068
05:32:26,22,5,44,344.7003246753247,3.0,-11.789772727272727,59.880239520958085
05:32:31,23,7,44,333.5177884615385,3.0,-6.433566433566433,83.93285371702638
05:32:36,24,1,40,366.2527777777778,3.0,-21.166666666666668,11.966493817311527
05:32:41,25,3,41,364.02986111111113,3.0,-13.536585365853659,35.92814371257485
05:32:46,26,5,36,337.96250000000003,3.0,-9.722222222222221,59.82053838484546
05:32:51,27,4,37,345.8831168831169,3.0,-4.656019656019655,47.93289394847214
05:32:56,28,8,42,383.8174603174603,3.0,-5.119047619047617,95.88493807431082
05:33:01,29,3,44,407.99839743589746,3.0,-2.4825174825174825,35.94249201277955
05:33:06,30,1,46,406.302036199095,3.0,-20.153452685421993,11.978438810141744
05:30:07,1,0,13,191.25,5.0,0.0,0
05:30:15,2,0,22,329.5267857142857,5.4,-21.875,0.0
05:30:22,3,2,29,416.92788461538464,5.8,-15.92838196286472,15.359017022910535
